Book_ID,User_ID,Genres,Country,Gender
54234b1c08309236cb5d04518afd75c66f5102f0832b1ad1d6a68d7f10475f238736e313a741d60f4646ebc0b1a465a2496e8359ca2b4fd837357e882aa633aa,64ed616e59abc0a0826a708518204d196426dafb602511a61b258637d6761b3870121bb4429a807cf83c6e66581831f153adfcf3bea871d16e8413264d879c33,Children,Japan,female
d00bf3f8f6f078dc35ba226a9e10cdb1970c6fefe23c7933fdcb5f5a5da4164fe8ec5273cd1f23c5f1d0635bb1bed968e2cca518ca708f20e9abbc90199cde15,64ed616e59abc0a0826a708518204d196426dafb602511a61b258637d6761b3870121bb4429a807cf83c6e66581831f153adfcf3bea871d16e8413264d879c33,Mystery/Thriller,Japan,female
8ab7677ad875245b770a5d48bebc48f566888a47cd2ed9c3a85dd34a498e8d014c29451fd059e30941fa9da60828db6d60339278884e9077815c67bd80e2911c,64ed616e59abc0a0826a708518204d196426dafb602511a61b258637d6761b3870121bb4429a807cf83c6e66581831f153adfcf3bea871d16e8413264d879c33,Children,Japan,female
81fddf76721916f892224039b0726f1e352663ff5a4e30963e1cf7a75288548c3a0f5300af5791591030ed23633b678c523a0d79f6453b167ba942d30f3ccff8,64ed616e59abc0a0826a708518204d196426dafb602511a61b258637d6761b3870121bb4429a807cf83c6e66581831f153adfcf3bea871d16e8413264d879c33,Children,Japan,female
4a590b747e9a3ab764ac6a01ff6da1b3bb8a8fb6b6db94b0d3b1d53f2d43b9e91bef867d3f72fbd65f255eb5d6e7eb92f9235cc6e9c480cc6d6e2a60741c5bd6,64ed616e59abc0a0826a708518204d196426dafb602511a61b258637d6761b3870121bb4429a807cf83c6e66581831f153adfcf3bea871d16e8413264d879c33,Children,Japan,female
e7026218fe514737140166af7663f2bb3070925f937c8ad34f60e1392b0202bc1f3f09c88502ad6a88147acd8a41ef4a80f394fd9b616d85bd42043e8aaf7510,64ed616e59abc0a0826a708518204d196426dafb602511a61b258637d6761b3870121bb4429a807cf83c6e66581831f153adfcf3bea871d16e8413264d879c33,Non-Fiction,Japan,female
5542bf7622e3ff4fbf951ce4545d2e34020cb9669e45a82c5c3142b6a9e59c10f39e47d1e963811d83d5d0f0fb6fc5798907873f202601e7ac689f0e0bd1d006,64ed616e59abc0a0826a708518204d196426dafb602511a61b258637d6761b3870121bb4429a807cf83c6e66581831f153adfcf3bea871d16e8413264d879c33,Children,Japan,female
28fa4151dc2a1ffe08e5d3223e471f6ba3d59a4d067db99dcdef6438ac5ba7a052a9d4f9f830f3b3c943ea436d046e619dd97e8242dea7a3a066359227f5bf8f,db08cb12d1bdae1465d0c726ed4e693fa8bfcadc52ed98b004e6a1a083a4947d4b7be3966c996fabe06bb5871b32fc39f3230936b29816025f7ccd818a046d75,Young Adult,United States,female
d5afe0b2c2eb0d83ae9a9fee4d52842181ea786a2790dfacc8c6a4011f1fb46b416d6a01747011dffd1f2705f083c578754470dd1793b7e31db18c1f1c1ccc7f,db08cb12d1bdae1465d0c726ed4e693fa8bfcadc52ed98b004e6a1a083a4947d4b7be3966c996fabe06bb5871b32fc39f3230936b29816025f7ccd818a046d75,Young Adult,United States,female
7dceb2eb6a79f858f0ab4b4dd6a54ea63c41bfdd199f490945e358b3daae3806bd7425e09777db751564bb7aa16179865732657ec3a0c39302674f7a258ee662,db08cb12d1bdae1465d0c726ed4e693fa8bfcadc52ed98b004e6a1a083a4947d4b7be3966c996fabe06bb5871b32fc39f3230936b29816025f7ccd818a046d75,Young Adult,United States,female
a568c3548ccc3942fe619faa523a5df1923e514ec03caae722184456edc2e7b8f75238d76b02d355d55ef7ca60ff304682a053b04a0667bfcefeca36c0f926b3,cf30029474db41fd8351e4c6724a4dbef76dfeef37fef74571060b690a9a0ef75a02abc585cc8ab6e42f4ee9f881a36ef839cf394114945595ebe2ef1b5b4413,Non-Fiction,France,male
212e776c4f0e1730c0127a5ef275a145463c7fd763a97b6dd2f79ed24375b9af21f4bd0d5f5f3f08d822828ccd5e2731a9c7fec3fd4dc218e2b27f4350cdee9f,cf30029474db41fd8351e4c6724a4dbef76dfeef37fef74571060b690a9a0ef75a02abc585cc8ab6e42f4ee9f881a36ef839cf394114945595ebe2ef1b5b4413,Non-Fiction,France,male
1d44c63eb4109c66c487c3e3ed9e436a148af365c096ddfd627e219da68656b044c03cca4b46fe546f6d517cf6b1bd69417c8cd10a70bb3117348e494f57d4a7,cf30029474db41fd8351e4c6724a4dbef76dfeef37fef74571060b690a9a0ef75a02abc585cc8ab6e42f4ee9f881a36ef839cf394114945595ebe2ef1b5b4413,Non-Fiction,France,male
4f0739c63125ab16ab9dd751f07127773f6f9c85beda622895817ace1ea9f42340445f59bc6d9da3da3ddf290f4b9c366a3099b85ae07cae8339bc61869a9c80,cf30029474db41fd8351e4c6724a4dbef76dfeef37fef74571060b690a9a0ef75a02abc585cc8ab6e42f4ee9f881a36ef839cf394114945595ebe2ef1b5b4413,Non-Fiction,France,male
22ed9329622cb5b183bed5a56453a1127283fc6e786d730d11ab2a2acced7b616932315c276246c0aa59ce931e1a30496df1070313f7c66bc9237ca890d187c2,cf30029474db41fd8351e4c6724a4dbef76dfeef37fef74571060b690a9a0ef75a02abc585cc8ab6e42f4ee9f881a36ef839cf394114945595ebe2ef1b5b4413,Non-Fiction,France,male
5d462ccf03e6c5aa10a2fddd167ad52501c2573baf733ef07f57cc2adca4a6dc99847beffb5cab23ccf6efe0eb0f8a4660995fb2937a28dfa58401fddb720a69,cf30029474db41fd8351e4c6724a4dbef76dfeef37fef74571060b690a9a0ef75a02abc585cc8ab6e42f4ee9f881a36ef839cf394114945595ebe2ef1b5b4413,Non-Fiction,France,male
b72ee377c5cb7870d39ecd0f8e9f4221c392a8fbc12a574fefe8f485efe1f57d504aa0439493556011e9d08b5959e349ca9930915db63c56d52e592a72bf5d8c,cf30029474db41fd8351e4c6724a4dbef76dfeef37fef74571060b690a9a0ef75a02abc585cc8ab6e42f4ee9f881a36ef839cf394114945595ebe2ef1b5b4413,Non-Fiction,France,male
f827fd9e0df2f2dd54ec9e53a50eba4f03af1f58f68318c9684e5fc123f0dacfcfb76709a8f38ae1b05c302f5dde01d222c3216136ad56bc655d9ba835d5b45a,cf30029474db41fd8351e4c6724a4dbef76dfeef37fef74571060b690a9a0ef75a02abc585cc8ab6e42f4ee9f881a36ef839cf394114945595ebe2ef1b5b4413,Non-Fiction,France,male
4603c1ee88c1e223cd6e71beb65e97765febe7a7dd2659784ff9fd07feae5cbca49a62cdf34a52aca0856049558aefbc0c93ece07621f7e39381d94768677c07,cf30029474db41fd8351e4c6724a4dbef76dfeef37fef74571060b690a9a0ef75a02abc585cc8ab6e42f4ee9f881a36ef839cf394114945595ebe2ef1b5b4413,Non-Fiction,France,male
63c6317fdf9eede9bda428feab3b660e3d18dc2dd01fd3d7e5845ed0941e65eafe49a83b7cb24a8a75ccff466e4ad9507bdd6f0b439f25b7d59388c012220a5e,cf30029474db41fd8351e4c6724a4dbef76dfeef37fef74571060b690a9a0ef75a02abc585cc8ab6e42f4ee9f881a36ef839cf394114945595ebe2ef1b5b4413,Non-Fiction,France,male
